,inputDataSize,sparkDriverCores,sparkDriverMemory,sparkExecutorMemory,sparkReducerMaxSizeInFlight,sparkShuffleCompress,sparkShuffleFileBuffer,sparkShuffleSpillCompress,sparkIoCompressionCodec,sparkRddCompress,sparkMemoryFraction,sparkExecutorCores,sparkDefaultParallelism,sparkLocalityWait,sparkTaskCpus,sparkExecutorInstances,sparkMemoryStorageFraction,duration
288,8,1,4,1,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,8.0
289,8,4,1,2,48,1,64,0,0,0,0.6,4,128,3,1,8,0.3,1667.0
290,8,1,4,1,48,0,64,0,0,0,0.6,1,256,3,1,4,0.3,9.0
291,2,1,1,8,48,1,64,0,0,0,0.6,1,128,3,1,4,0.3,3.0
292,4,4,4,4,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,3.0
293,8,1,1,2,48,0,64,0,0,0,0.6,2,256,3,1,8,0.5,1667.0
294,4,2,1,8,48,1,64,0,0,0,0.6,1,256,3,1,4,0.5,1667.0
295,2,1,4,1,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,7.0
296,2,1,2,1,48,0,64,0,0,0,0.6,4,256,3,1,2,0.3,2.0
297,8,4,2,1,48,1,64,0,0,0,0.6,4,256,3,1,8,0.3,4.0
298,4,1,2,8,48,0,64,0,0,0,0.6,1,16,3,1,8,0.3,3.0
299,2,1,4,1,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,3.0
300,2,2,2,8,48,1,64,0,0,0,0.6,1,64,3,1,4,0.5,4.0
301,4,4,2,1,48,0,64,0,0,0,0.6,1,256,3,1,4,0.5,4.0
302,1,4,1,2,48,1,64,0,0,0,0.6,2,16,3,1,4,0.3,2.0
303,2,1,1,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,3.0
304,4,2,2,2,48,1,64,0,0,0,0.6,1,16,3,1,2,0.5,4.0
305,2,4,1,1,48,0,64,0,0,0,0.6,4,16,3,1,4,0.3,5.0
306,1,4,2,4,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,2.0
307,8,2,1,2,48,0,64,0,0,0,0.6,4,128,3,1,4,0.3,1667.0
308,8,1,2,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,9.0
309,1,4,1,8,48,0,64,0,0,0,0.6,4,128,3,1,8,0.3,2.0
310,2,2,4,4,48,1,64,0,0,0,0.6,2,256,3,1,8,0.3,3.0
311,1,1,2,2,48,1,64,0,0,0,0.6,2,16,3,1,4,0.5,5.0
312,1,1,4,8,48,0,64,0,0,0,0.6,1,256,3,1,4,0.3,2.0
313,4,1,4,4,48,1,64,0,0,0,0.6,1,16,3,1,2,0.5,7.0
314,8,2,4,1,48,1,64,0,0,0,0.6,4,128,3,1,4,0.5,4.0
315,8,4,1,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.5,1667.0
316,8,1,2,4,48,0,64,0,0,0,0.6,4,64,3,1,2,0.3,4.0
317,4,2,4,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,3.0
318,1,4,4,4,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,2.0
319,4,1,2,1,48,0,64,0,0,0,0.6,4,256,3,1,2,0.3,3.0
320,8,4,4,1,48,0,64,0,0,0,0.6,2,256,3,1,2,0.3,5.0
321,4,4,2,4,48,1,64,0,0,0,0.6,4,64,3,1,4,0.3,2.0
322,1,2,1,2,48,0,64,0,0,0,0.6,4,128,3,1,4,0.3,4.0
323,4,4,2,2,48,0,64,0,0,0,0.6,2,16,3,1,2,0.5,5.0
324,1,2,1,2,48,0,64,0,0,0,0.6,1,64,3,1,4,0.5,1.0
325,1,4,4,4,48,0,64,0,0,0,0.6,1,16,3,1,8,0.5,2.0
326,4,4,4,2,48,0,64,0,0,0,0.6,1,256,3,1,2,0.3,10.0
327,1,4,2,2,48,0,64,0,0,0,0.6,2,16,3,1,2,0.5,2.0
328,8,1,4,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,4.0
329,1,1,4,2,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,2.0
330,4,4,2,2,48,1,64,0,0,0,0.6,1,128,3,1,4,0.5,5.0
331,2,1,2,8,48,0,64,0,0,0,0.6,4,64,3,1,8,0.3,2.0
332,4,4,1,8,48,0,64,0,0,0,0.6,4,128,3,1,8,0.3,1667.0
333,4,2,1,2,48,0,64,0,0,0,0.6,4,128,3,1,4,0.3,1667.0
334,2,2,4,8,48,1,64,0,0,0,0.6,1,16,3,1,4,0.5,5.0
335,1,4,2,4,48,0,64,0,0,0,0.6,4,16,3,1,2,0.5,2.0
336,4,2,2,2,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,6.0
337,1,1,4,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,2.0
338,8,4,4,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,4.0
339,8,2,2,8,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,4.0
340,4,2,2,4,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,3.0
341,8,1,4,4,48,0,64,0,0,0,0.6,1,64,3,1,8,0.3,4.0
342,2,1,2,2,48,0,64,0,0,0,0.6,1,16,3,1,4,0.5,2.0
343,4,4,4,8,48,1,64,0,0,0,0.6,2,16,3,1,2,0.5,3.0
344,4,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,2,0.3,4.0
345,8,2,1,8,48,0,64,0,0,0,0.6,4,64,3,1,2,0.5,1667.0
346,4,1,4,1,48,0,64,0,0,0,0.6,2,64,3,1,2,0.3,3.0
347,2,1,2,1,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,3.0
348,1,2,2,8,48,0,64,0,0,0,0.6,4,16,3,1,8,0.5,1.0
349,1,2,2,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,3.0
350,1,4,1,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.5,3.0
351,4,4,4,1,48,1,64,0,0,0,0.6,1,256,3,1,2,0.3,5.0
352,1,1,2,8,48,0,64,0,0,0,0.6,4,64,3,1,8,0.3,2.0
353,4,1,1,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,1667.0
354,2,4,2,8,48,0,64,0,0,0,0.6,1,64,3,1,8,0.5,2.0
355,2,1,2,2,48,0,64,0,0,0,0.6,2,64,3,1,2,0.3,2.0
356,4,2,4,1,48,1,64,0,0,0,0.6,4,128,3,1,4,0.5,4.0
357,8,4,4,4,48,1,64,0,0,0,0.6,1,64,3,1,4,0.3,4.0
358,8,4,1,2,48,0,64,0,0,0,0.6,2,128,3,1,8,0.3,1667.0
359,4,2,2,1,48,0,64,0,0,0,0.6,1,256,3,1,8,0.3,6.0
360,4,1,2,8,48,0,64,0,0,0,0.6,4,64,3,1,8,0.3,4.0
361,1,1,1,4,48,0,64,0,0,0,0.6,1,256,3,1,8,0.5,7.0
362,8,2,1,4,48,1,64,0,0,0,0.6,2,256,3,1,8,0.5,1667.0
363,1,1,4,4,48,1,64,0,0,0,0.6,1,256,3,1,8,0.3,4.0
364,8,2,4,8,48,0,64,0,0,0,0.6,4,128,3,1,2,0.5,4.0
365,2,4,4,2,48,0,64,0,0,0,0.6,1,256,3,1,2,0.3,4.0
366,2,1,4,2,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,3.0
367,8,1,2,8,48,0,64,0,0,0,0.6,2,256,3,1,4,0.3,8.0
368,1,2,2,1,48,0,64,0,0,0,0.6,2,256,3,1,8,0.5,4.0
369,2,2,4,4,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,3.0
370,1,4,4,2,48,1,64,0,0,0,0.6,4,16,3,1,8,0.5,7.0
371,1,1,2,1,48,1,64,0,0,0,0.6,1,64,3,1,8,0.3,5.0
372,2,4,1,8,48,0,64,0,0,0,0.6,1,256,3,1,2,0.5,6.0
373,2,2,4,1,48,0,64,0,0,0,0.6,4,16,3,1,8,0.5,2.0
374,4,4,4,4,48,0,64,0,0,0,0.6,2,64,3,1,4,0.3,2.0
375,2,1,1,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,4.0
376,8,2,4,8,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,3.0
377,2,2,1,4,48,1,64,0,0,0,0.6,2,128,3,1,8,0.3,3.0
378,2,2,2,2,48,1,64,0,0,0,0.6,4,128,3,1,2,0.5,2.0
379,4,2,1,2,48,1,64,0,0,0,0.6,4,16,3,1,2,0.3,1667.0
380,2,4,4,1,48,0,64,0,0,0,0.6,2,256,3,1,2,0.3,3.0
381,1,1,4,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.5,5.0
382,4,2,1,2,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,1667.0
383,1,2,4,2,48,0,64,0,0,0,0.6,4,128,3,1,4,0.5,2.0
384,4,2,1,4,48,0,64,0,0,0,0.6,2,64,3,1,2,0.5,1667.0
385,1,2,2,2,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,2.0
386,2,4,2,4,48,0,64,0,0,0,0.6,1,256,3,1,2,0.3,7.0
387,1,1,1,4,48,0,64,0,0,0,0.6,4,16,3,1,8,0.3,1.0
388,1,4,1,1,48,1,64,0,0,0,0.6,1,64,3,1,2,0.5,5.0
389,1,4,2,1,48,1,64,0,0,0,0.6,4,64,3,1,8,0.5,6.0
390,4,1,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.5,6.0
391,4,1,2,1,48,1,64,0,0,0,0.6,1,64,3,1,8,0.3,3.0
392,4,2,1,2,48,0,64,0,0,0,0.6,1,16,3,1,2,0.3,1667.0
393,1,4,2,8,48,1,64,0,0,0,0.6,2,128,3,1,8,0.3,2.0
394,4,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,4.0
395,8,4,1,4,48,1,64,0,0,0,0.6,1,256,3,1,4,0.5,1667.0
396,2,4,1,8,48,0,64,0,0,0,0.6,4,128,3,1,8,0.3,3.0
397,8,2,1,4,48,0,64,0,0,0,0.6,4,256,3,1,4,0.5,1667.0
398,8,2,1,4,48,0,64,0,0,0,0.6,2,64,3,1,8,0.5,1667.0
399,8,2,2,8,48,1,64,0,0,0,0.6,1,64,3,1,4,0.5,4.0
400,2,2,4,8,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,7.0
401,2,1,2,4,48,1,64,0,0,0,0.6,4,16,3,1,8,0.5,7.0
402,4,1,2,1,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,3.0
403,1,2,1,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.5,1.0
404,8,1,4,8,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,4.0
405,8,1,2,2,48,0,64,0,0,0,0.6,1,16,3,1,2,0.3,8.0
406,8,4,4,8,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,5.0
407,8,1,4,1,48,0,64,0,0,0,0.6,2,64,3,1,2,0.3,7.0
408,4,2,2,1,48,0,64,0,0,0,0.6,2,256,3,1,8,0.5,6.0
409,1,4,1,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,3.0
410,2,4,4,1,48,1,64,0,0,0,0.6,4,16,3,1,2,0.5,2.0
411,8,4,4,1,48,1,64,0,0,0,0.6,1,256,3,1,2,0.3,8.0
412,4,2,4,4,48,1,64,0,0,0,0.6,2,256,3,1,8,0.3,3.0
413,1,4,4,1,48,0,64,0,0,0,0.6,1,64,3,1,4,0.3,2.0
414,2,2,1,2,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,4.0
415,8,4,2,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,5.0
416,2,1,2,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,6.0
417,4,1,1,8,48,1,64,0,0,0,0.6,2,16,3,1,8,0.3,1667.0
418,2,2,1,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.5,3.0
419,4,4,2,1,48,1,64,0,0,0,0.6,4,64,3,1,8,0.5,6.0
420,2,2,1,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.5,4.0
421,8,1,1,1,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,1667.0
422,8,2,1,2,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,1667.0
423,8,4,4,8,48,1,64,0,0,0,0.6,2,16,3,1,2,0.5,5.0
424,2,2,4,4,48,1,64,0,0,0,0.6,4,64,3,1,8,0.3,3.0
425,8,2,2,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,5.0
426,1,2,1,4,48,1,64,0,0,0,0.6,2,64,3,1,8,0.5,4.0
427,8,4,1,4,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,1667.0
428,4,2,1,2,48,0,64,0,0,0,0.6,1,64,3,1,4,0.5,1667.0
429,8,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,4.0
430,4,4,4,4,48,1,64,0,0,0,0.6,4,128,3,1,4,0.5,2.0
431,4,1,1,2,48,1,64,0,0,0,0.6,1,128,3,1,4,0.3,1667.0
432,4,2,1,8,48,1,64,0,0,0,0.6,1,16,3,1,2,0.3,1667.0
433,2,1,1,8,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,4.0
434,4,4,4,4,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,3.0
435,8,4,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.3,8.0
436,2,4,2,1,48,1,64,0,0,0,0.6,2,64,3,1,4,0.3,2.0
437,1,1,2,2,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,1.0
438,8,4,4,8,48,1,64,0,0,0,0.6,2,16,3,1,8,0.5,4.0
439,1,4,4,2,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,1.0
440,8,4,4,4,48,1,64,0,0,0,0.6,4,128,3,1,4,0.5,3.0
441,2,2,2,1,48,0,64,0,0,0,0.6,2,256,3,1,8,0.5,5.0
442,4,1,2,8,48,0,64,0,0,0,0.6,2,256,3,1,4,0.3,7.0
443,2,1,4,8,48,0,64,0,0,0,0.6,1,256,3,1,4,0.3,4.0
444,2,2,4,8,48,0,64,0,0,0,0.6,4,128,3,1,2,0.5,2.0
445,8,2,1,2,48,1,64,0,0,0,0.6,4,16,3,1,2,0.3,1667.0
446,8,2,4,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,4.0
447,2,4,2,2,48,1,64,0,0,0,0.6,1,128,3,1,4,0.5,4.0
448,2,2,1,4,48,0,64,0,0,0,0.6,2,64,3,1,8,0.5,2.0
449,2,2,1,2,48,1,64,0,0,0,0.6,4,16,3,1,2,0.3,2.0
450,1,1,1,1,48,0,64,0,0,0,0.6,1,64,3,1,8,0.5,3.0
451,2,4,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.3,3.0
452,4,4,4,1,48,0,64,0,0,0,0.6,1,64,3,1,4,0.3,3.0
453,4,4,4,4,48,0,64,0,0,0,0.6,1,16,3,1,8,0.5,4.0
454,1,4,4,1,48,0,64,0,0,0,0.6,4,64,3,1,4,0.3,2.0
455,8,1,4,2,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,5.0
456,4,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.3,8.0
457,4,4,2,4,48,0,64,0,0,0,0.6,1,256,3,1,2,0.3,9.0
458,1,1,1,8,48,1,64,0,0,0,0.6,2,16,3,1,8,0.3,2.0
459,4,2,1,8,48,0,64,0,0,0,0.6,4,64,3,1,2,0.5,1667.0
460,2,4,4,4,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,7.0
461,8,1,4,8,48,0,64,0,0,0,0.6,1,256,3,1,4,0.3,5.0
462,8,1,1,1,48,1,64,0,0,0,0.6,1,256,3,1,8,0.5,1667.0
463,4,4,1,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.5,1667.0
464,1,1,2,1,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,2.0
465,4,2,4,4,48,1,64,0,0,0,0.6,4,64,3,1,8,0.3,3.0
466,8,2,4,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.5,3.0
467,8,1,1,4,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,1667.0
468,2,2,4,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.5,4.0
469,2,2,2,8,48,0,64,0,0,0,0.6,4,16,3,1,8,0.5,2.0
470,2,1,2,8,48,1,64,0,0,0,0.6,4,128,3,1,8,0.5,4.0
471,8,2,4,2,48,0,64,0,0,0,0.6,1,128,3,1,2,0.5,8.0
472,2,2,2,4,48,1,64,0,0,0,0.6,2,256,3,1,2,0.5,4.0
473,4,1,1,4,48,0,64,0,0,0,0.6,1,256,3,1,8,0.5,1667.0
474,4,4,1,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,1667.0
475,1,4,4,8,48,1,64,0,0,0,0.6,1,64,3,1,8,0.3,4.0
476,1,2,4,8,48,1,64,0,0,0,0.6,1,16,3,1,4,0.5,7.0
477,1,2,1,8,48,0,64,0,0,0,0.6,4,16,3,1,2,0.3,2.0
478,8,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.3,9.0
479,1,2,2,4,48,1,64,0,0,0,0.6,2,256,3,1,2,0.5,3.0
480,2,1,2,1,48,1,64,0,0,0,0.6,4,16,3,1,8,0.3,3.0
481,1,4,4,8,48,1,64,0,0,0,0.6,2,16,3,1,8,0.5,3.0
482,8,2,1,1,48,1,64,0,0,0,0.6,4,64,3,1,8,0.5,1667.0
483,4,1,2,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,4.0
484,4,4,1,1,48,1,64,0,0,0,0.6,1,64,3,1,2,0.5,1667.0
485,8,1,2,1,48,0,64,0,0,0,0.6,4,64,3,1,4,0.5,8.0
486,2,2,2,1,48,0,64,0,0,0,0.6,2,128,3,1,8,0.5,6.0
487,2,1,1,1,48,1,64,0,0,0,0.6,4,128,3,1,4,0.3,2.0
488,4,1,1,8,48,1,64,0,0,0,0.6,2,16,3,1,2,0.3,1667.0
489,1,4,2,2,48,0,64,0,0,0,0.6,1,64,3,1,8,0.3,5.0
490,8,1,1,4,48,0,64,0,0,0,0.6,1,16,3,1,2,0.3,1667.0
491,8,2,1,2,48,0,64,0,0,0,0.6,1,64,3,1,4,0.5,1667.0
492,4,4,2,8,48,1,64,0,0,0,0.6,2,128,3,1,8,0.3,3.0
493,2,1,1,8,48,1,64,0,0,0,0.6,2,16,3,1,2,0.3,3.0
494,2,2,2,4,48,0,64,0,0,0,0.6,2,256,3,1,4,0.5,3.0
495,8,2,1,8,48,0,64,0,0,0,0.6,1,128,3,1,2,0.3,1667.0
496,8,1,2,2,48,1,64,0,0,0,0.6,2,16,3,1,4,0.5,4.0
497,8,1,1,4,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,1667.0
498,2,2,4,1,48,0,64,0,0,0,0.6,2,64,3,1,8,0.3,4.0
499,2,4,4,2,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,4.0
500,2,2,4,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.5,4.0
501,2,4,4,4,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,2.0
502,2,4,2,2,48,0,64,0,0,0,0.6,4,16,3,1,8,0.3,2.0
503,4,1,4,4,48,1,64,0,0,0,0.6,1,256,3,1,8,0.3,3.0
504,2,2,4,4,48,1,64,0,0,0,0.6,1,128,3,1,8,0.5,4.0
505,1,2,4,4,48,1,64,0,0,0,0.6,1,128,3,1,8,0.5,5.0
506,4,1,2,1,48,1,64,0,0,0,0.6,1,64,3,1,2,0.5,4.0
507,2,4,1,2,48,1,64,0,0,0,0.6,4,128,3,1,8,0.3,2.0
508,8,1,1,4,48,1,64,0,0,0,0.6,4,64,3,1,2,0.5,1667.0
509,1,2,4,8,48,0,64,0,0,0,0.6,1,64,3,1,2,0.3,2.0
510,1,4,4,4,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,3.0
511,1,1,1,2,48,1,64,0,0,0,0.6,1,16,3,1,8,0.3,6.0
512,1,1,1,8,48,1,64,0,0,0,0.6,2,16,3,1,2,0.3,2.0
513,1,2,1,8,48,1,64,0,0,0,0.6,1,256,3,1,4,0.5,3.0
514,4,4,4,1,48,0,64,0,0,0,0.6,4,64,3,1,4,0.3,3.0
515,1,4,1,4,48,0,64,0,0,0,0.6,4,64,3,1,8,0.5,2.0
516,8,1,2,8,48,1,64,0,0,0,0.6,2,256,3,1,8,0.5,14.0
517,8,2,1,4,48,1,64,0,0,0,0.6,2,128,3,1,8,0.3,1667.0
518,1,4,4,4,48,1,64,0,0,0,0.6,4,128,3,1,4,0.5,2.0
519,1,2,1,1,48,1,64,0,0,0,0.6,1,128,3,1,8,0.3,3.0
520,2,4,4,8,48,1,64,0,0,0,0.6,2,16,3,1,8,0.5,3.0
521,2,1,1,4,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,9.0
522,2,4,4,4,48,1,64,0,0,0,0.6,1,64,3,1,4,0.3,3.0
523,4,4,1,1,48,0,64,0,0,0,0.6,1,16,3,1,4,0.3,1667.0
524,8,4,4,4,48,0,64,0,0,0,0.6,2,64,3,1,4,0.3,5.0
525,2,2,4,2,48,0,64,0,0,0,0.6,1,128,3,1,2,0.5,7.0
526,1,1,1,8,48,1,64,0,0,0,0.6,4,64,3,1,4,0.5,1.0
527,4,4,4,2,48,0,64,0,0,0,0.6,1,16,3,1,8,0.5,5.0
528,8,1,4,4,48,1,64,0,0,0,0.6,1,256,3,1,8,0.3,6.0
529,4,4,4,2,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,3.0
530,8,2,2,2,48,1,64,0,0,0,0.6,4,128,3,1,2,0.5,3.0
531,4,1,4,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.5,4.0
532,4,2,4,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.5,2.0
533,8,4,4,4,48,1,64,0,0,0,0.6,2,256,3,1,2,0.3,5.0
534,1,1,4,8,48,1,64,0,0,0,0.6,1,128,3,1,2,0.5,2.0
535,1,2,4,4,48,1,64,0,0,0,0.6,2,128,3,1,2,0.5,1.0
536,2,1,4,8,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,1.0
537,2,1,2,8,48,0,64,0,0,0,0.6,1,16,3,1,8,0.3,2.0
538,2,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,3.0
539,1,1,2,4,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,11.0
540,1,4,4,4,48,0,64,0,0,0,0.6,2,64,3,1,4,0.3,6.0
541,1,2,4,2,48,1,64,0,0,0,0.6,1,128,3,1,8,0.5,5.0
542,4,4,1,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.5,1667.0
543,2,4,1,4,48,0,64,0,0,0,0.6,4,64,3,1,8,0.5,3.0
544,4,2,1,8,48,0,64,0,0,0,0.6,4,16,3,1,2,0.3,1667.0
545,4,1,1,4,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,1667.0
546,8,2,2,2,48,0,64,0,0,0,0.6,4,64,3,1,4,0.5,3.0
547,2,1,4,2,48,0,64,0,0,0,0.6,2,128,3,1,2,0.5,4.0
548,8,2,4,1,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,4.0
549,2,1,4,4,48,1,64,0,0,0,0.6,1,16,3,1,2,0.5,3.0
550,1,1,2,2,48,1,64,0,0,0,0.6,2,256,3,1,4,0.3,2.0
551,4,4,1,2,48,1,64,0,0,0,0.6,4,128,3,1,8,0.3,1667.0
552,4,1,2,4,48,1,64,0,0,0,0.6,4,16,3,1,8,0.5,3.0
553,4,1,2,2,48,0,64,0,0,0,0.6,1,128,3,1,4,0.3,5.0
554,1,1,4,2,48,1,64,0,0,0,0.6,4,64,3,1,8,0.3,3.0
555,4,2,2,4,48,0,64,0,0,0,0.6,2,128,3,1,4,0.3,4.0
556,2,4,1,4,48,0,64,0,0,0,0.6,1,64,3,1,2,0.5,3.0
557,8,2,2,8,48,0,64,0,0,0,0.6,1,128,3,1,8,0.5,4.0
558,8,1,1,8,48,1,64,0,0,0,0.6,4,64,3,1,4,0.5,1667.0
559,4,4,1,1,48,0,64,0,0,0,0.6,4,256,3,1,4,0.5,1667.0
560,4,1,4,1,48,0,64,0,0,0,0.6,2,128,3,1,2,0.5,3.0
561,4,4,1,2,48,0,64,0,0,0,0.6,2,128,3,1,8,0.3,1667.0
562,4,1,1,1,48,0,64,0,0,0,0.6,1,64,3,1,8,0.5,1667.0
563,8,2,2,1,48,0,64,0,0,0,0.6,2,64,3,1,8,0.5,7.0
564,4,2,1,1,48,0,64,0,0,0,0.6,1,256,3,1,2,0.5,1667.0
565,4,4,2,4,48,1,64,0,0,0,0.6,1,16,3,1,4,0.3,3.0
566,2,4,1,8,48,1,64,0,0,0,0.6,4,128,3,1,2,0.3,2.0
567,2,4,1,2,48,1,64,0,0,0,0.6,2,16,3,1,8,0.3,2.0
568,2,2,2,4,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,8.0
569,1,1,4,1,48,0,64,0,0,0,0.6,4,16,3,1,4,0.5,1.0
570,2,4,1,8,48,1,64,0,0,0,0.6,4,16,3,1,4,0.3,3.0
571,1,4,4,2,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,7.0
572,2,1,1,1,48,1,64,0,0,0,0.6,1,256,3,1,8,0.5,2.0
573,4,4,1,1,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,1667.0
574,2,4,4,2,48,0,64,0,0,0,0.6,4,256,3,1,8,0.3,4.0
575,4,4,2,8,48,0,64,0,0,0,0.6,1,64,3,1,8,0.5,5.0
576,1,2,4,1,48,0,64,0,0,0,0.6,4,16,3,1,8,0.5,3.0
577,1,4,1,1,48,0,64,0,0,0,0.6,4,256,3,1,4,0.5,2.0
578,8,4,2,4,48,0,64,0,0,0,0.6,4,16,3,1,2,0.5,4.0
579,1,1,4,1,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,4.0
580,1,1,1,2,48,0,64,0,0,0,0.6,2,256,3,1,8,0.5,2.0
581,1,1,1,8,48,1,64,0,0,0,0.6,2,256,3,1,2,0.5,3.0
582,2,4,4,8,48,1,64,0,0,0,0.6,1,64,3,1,8,0.3,5.0
583,2,1,4,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,2.0
584,1,4,1,1,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,3.0
585,2,4,1,1,48,0,64,0,0,0,0.6,2,128,3,1,2,0.3,3.0
586,4,1,4,4,48,1,64,0,0,0,0.6,4,256,3,1,4,0.3,3.0
587,8,2,1,2,48,1,64,0,0,0,0.6,1,64,3,1,8,0.5,1667.0
588,4,4,1,2,48,1,64,0,0,0,0.6,2,16,3,1,4,0.3,1667.0
589,4,1,1,8,48,1,64,0,0,0,0.6,2,256,3,1,2,0.5,1667.0
590,4,1,4,1,48,0,64,0,0,0,0.6,1,16,3,1,2,0.5,5.0
591,2,4,2,2,48,0,64,0,0,0,0.6,2,16,3,1,2,0.5,4.0
592,2,2,4,2,48,1,64,0,0,0,0.6,1,64,3,1,2,0.3,8.0
593,8,4,4,4,48,0,64,0,0,0,0.6,1,16,3,1,8,0.5,9.0
594,2,4,2,8,48,1,64,0,0,0,0.6,2,128,3,1,8,0.3,3.0
595,1,2,2,1,48,1,64,0,0,0,0.6,2,128,3,1,4,0.5,1.0
596,4,4,2,4,48,1,64,0,0,0,0.6,1,128,3,1,2,0.3,11.0
597,2,2,1,4,48,0,64,0,0,0,0.6,2,64,3,1,2,0.5,2.0
598,4,1,4,1,48,1,64,0,0,0,0.6,4,64,3,1,2,0.3,3.0
599,2,2,4,2,48,0,64,0,0,0,0.6,4,64,3,1,2,0.3,5.0
